idProduccion;Clasificacion_Produccion;Tipo_Produccion;Validacion_Produccion;N_Registro_Produccion;Descripcion_Produccion;Nombre_Produccion;Informacion_Adicional_Produccion;Autores_Produccion;Col_Grupo_Codigo_GrupLAC
164;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;2 ;Libro resultado de investigación ;Manual De Estabilidad De Taludes ;Colombia,1998, ISBN: 958-95941-2-3 vol: 1 págs: 340, Ed. Escuela Colombiana De Ingenieria ;MANUEL GARCIA LOPEZ, JULIO E MOYA BARRIOS, JULIO E CANON BARRIGA, ;nro=00000000008037;
165;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;Si;1 ;Capítulo de libro ;RELIABILITY ASSESSMENT OF WEDGE FAILURE IN ROCK SLOPES BY RANDOM SETS THEORY ;Estados Unidos, 2016, Advances in Numerical and Experimental Analysis of Transportation Geomaterials and Geosystems for Sustainable Infrastructure, ISBN: 9780784480007, Vol. , págs:9 - 17, Ed. AMERICAN SOCIETY OF CIVIL ENGINEERS ASCE ;GLORIA INES BELTRAN CALVO, RODRIGO HERNANDEZ CARRILLO, ;nro=00000000008037;
166;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;2 ;Capítulo de libro ;Pressure Assessment in Piles Undr Lateral Load ;Colombia, 2015, From Fundamentals to Applications in Geotechnics, ISBN: -978-1-61499-602-, Vol. , págs:1758 - 1767, Ed. IOS Press ;RODRIGO HERNANDEZ CARRILLO, ;nro=00000000008037;
167;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;Si;3 ;Capítulo de libro ;Analysis of Poisson´s Ratio Effect on Pavement Layer Moduli Estimation - A Neural Network Based Approach from Non-destructive Testing ;Estados Unidos, 2012, Lecture Notes in Artificial Intelligence. IBERAMIA 2012, ISBN: 978-3-642-34653-8.-J, Vol. , págs:371 - 380, Ed. Springer Verlag Berlin Heidelberg ;GLORIA INES BELTRAN CALVO, MIGUEL PEDRO ROMO ORGANISTA, ;nro=00000000008037;
168;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;4 ;Capítulo de libro ;Earth quake induced landslides ;Colombia, 2007, Central America: Geology resources hazards, ISBN: 0, Vol. 2, págs:1217 - 1255, Ed. Taylor and Francis Group ;CARLOS EDUARDO RODRIGUEZ PINEDA, ;nro=00000000008037;
169;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;5 ;Otro capítulo de libro publicado ;Aprendizaje activo: metodología y resultados. Una revisión de la investigación ;Colombia, 2006, Experiencias Significativas En Innovación Pedagógica., ISBN: 978-958-701-780-9, Vol. , págs:254 - 274, Ed. Unibiblos Universidad Nacional De Colombia ;JULIO ESTEBAN COLMENARES MONTANEZ, FREDDY ABEL VARGAS CARDOZO, ;nro=00000000008037;
170;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;6 ;Otro capítulo de libro publicado ;modulo de corte máximo en un suelo coluvial ;Colombia, 2006, memorias VI congreso suramericano de mecánica de rocas, ISBN: 0, Vol. 1, págs:313 - 319, Ed. unidad de publicaciones de la facultad de ingeniería de la universidad nacional de colombia ;JULIO ESTEBAN COLMENARES MONTANEZ, RACANCELADO, CEMENDOZA, ;nro=00000000008037;
171;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;7 ;Otro capítulo de libro publicado ;comportamiento bimodal de la curva de retención ;Colombia, 2006, memorias VI congreso suramericano de mecánica de rocas, ISBN: 0, Vol. 1, págs:321 - 327, Ed. unidad de publicaciones de la facultad de ingeniería de la universidad nacional de colombia ;JULIO ESTEBAN COLMENARES MONTANEZ, RACANCELADO, CEMENDOZA, ;nro=00000000008037;
172;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;1 ;Periódico de noticias ;Reflexionemos sobre Responsabilidades ;Colombia, Ing.Formando ISSN: 0, 2005 vol: fasc: págs: - ;MARIO CAMILO TORRES SUAREZ, ;nro=00000000008037;
173;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;Si;1 ;Libro pedagógico y/o de divulgación ;Memorias Del Vi Congreso Suramericano De Mecánica De Rocas ;Colombia,2006, ISBN: 958-33-9677-X vol: 1 págs: 1, Ed. Universidad Nacional de Colombia ;JULIO ESTEBAN COLMENARES MONTANEZ, ;nro=00000000008037;
174;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;Si;2 ;Libro pedagógico y/o de divulgación ;Memorias Del Vi Congreso Suramericano De Mecánica De Rocas Y Xi Congreso Colombiano De Geotecnia ;Colombia,2006, ISBN: 95-83396-76-1 vol: 1 págs: 1, Ed. Universidad Nacional de Colombia ;JULIO ESTEBAN COLMENARES MONTANEZ, ;nro=00000000008037;
175;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;1 ;Publicado en revista especializada ;Recomendación de productos a partir de perfiles de usuario interpretables ;Colombia, Tecnura ISSN: 0123-921X, 2015 vol:19 fasc: 45 págs: 89 - 100, DOI: http://dx.doi.org/10.14483/udistrital.jour.tecnura.2015.3.a07 ;SERGIO GONZALO JIMENEZ VARGAS, ALEXANDER GELBUKH, CLAUDIA JEANNETH BECERRA CORTES, FABIO AUGUSTO GONZALEZ OSORIO, ;nro=00000000000633;
176;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;2 ;Publicado en revista especializada ;Soft Cardinality in Semantic Text Processing: Experience of the SemEval International Competitions ;México, Polibits ISSN: 1870-9044, 2015 vol:51 fasc: págs: 63 - 72, DOI:http://dx.doi.org/10.17562/PB-51-9 ;SERGIO GONZALO JIMENEZ VARGAS, FABIO AUGUSTO GONZALEZ OSORIO, ALEXANDER GELBUKH, ;nro=00000000000633;
177;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;3 ;Publicado en revista especializada ;A Multi-objective Optimization Energy Approach to Predict the Ligand Conformation in a Docking Process ;Austria, Lecture Notes In Computer Science ISSN: 0302-9743, 2013 vol:7831 fasc: N/A págs: 181 - 192, DOI: ;GLORIA ANGELICA SANDOVAL PEREZ, ;nro=00000000000633;
178;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;4 ;Publicado en revista especializada ;Baselines for Natural Language Processing Tasks Based on Soft Cardinality Spectra ;Azerbaiyán, Applied And Computational Mathematics. An International Journal ISSN: 1683-3511, 2012 vol:11 fasc: 2 págs: 180 - 199, DOI: ;SERGIO GONZALO JIMENEZ VARGAS, ALEXANDER GELBUKH, ;nro=00000000000633;
179;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;5 ;Publicado en revista especializada ;Identification of Plasmodium vivax Proteins with Potential Role in Invasion Using Sequence Redundancy Reduction and Profile Hidden Markov Models ;Estados Unidos, Plos One ISSN: 1932-6203, 2011 vol:N/A fasc: N/A págs: 1 - 12, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
180;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;6 ;Publicado en revista especializada ;NClassG+: A classifier for non-classically secreted Gram-positive bacterial proteins ;Reino Unido, Bmc Bioinformatics ISSN: 1471-2105, 2011 vol:12 fasc: 21 págs: 12 - 21, DOI: ;LUIS FERNANDO NINO VASQUEZ, MANUEL ALFONSO PATARROYO GUTIERREZ, MANUEL ELKIN PATARROYO MURILLO, ;nro=00000000000633;
181;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;7 ;Publicado en revista especializada ;NClassG+: A classifier for non-classically secreted Gram-positive bacterial proteins ;Inglaterra, Bmc Bioinformatics ISSN: 1471-2105, 2011 vol:12 fasc: 1 págs: 21 - , DOI: ;DANIEL RESTREPO MONTOYA, CAMILO ALBERTO PINO GUTIERREZ, LUIS FERNANDO NINO VASQUEZ, MANUEL E. PATARROYO, MANUEL A. PATARROYO, ;nro=00000000000633;
182;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;8 ;Publicado en revista especializada ;Recent Advances in Artificial Immune Systems: Models and Applications ;Estados Unidos, Applied Soft Computing, (Appl. Soft. Comput.) ISSN: 1568-4946, 2010 vol:11 fasc: 2 págs: 1574 - 1587, DOI:doi:10.1016/j.asoc.2010.08.024 ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
183;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;9 ;Publicado en revista especializada ;Text Comparison Using Soft Cardinality ;Alemania, Lecture Notes In Computer Science ISSN: 0302-9743, 2010 vol:6393 fasc: 2010 págs: 297 - 302, DOI: ;SERGIO GONZALO JIMENEZ VARGAS, ALEXANDER GELBUKH, FABIO AUGUSTO GONZALEZ OSORIO, ;nro=00000000000633;
184;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;10 ;Publicado en revista especializada ;Algoritmo para la toma de decisiones basado en las emociones humanas aplicado al control de sistemas dinámicos ;Colombia, Paradigma: Revista En Construcción De Software ISSN: 2011-0065, 2009 vol:3 fasc: N/A págs: 1 - 10, DOI: ;JOSE DANILO RAIRAN ANTOLINES, ;nro=00000000000633;
185;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;11 ;Publicado en revista especializada ;Validating subcellular localization prediction tools with mycobacterial proteins ;Estados Unidos, Bmc Bioinformatics ISSN: 1471-2105, 2009 vol:10 fasc: N/A págs: 10 - 134, DOI:doi:10.1186/1471-2105-10-134 ;LUIS FERNANDO NINO VASQUEZ, DANIEL RESTREPO MONTOYA, MANUEL ELKIN PATARROYO MURILLO, MANUEL ALFONSO PATARROYO GUTIERREZ, ;nro=00000000000633;
186;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;12 ;Publicado en revista especializada ;INDIE: An Artificial Immune Network for On-Line Density Estimation ;México, Lecture Notes In Computer Science ISSN: 0302-9743, 2008 vol:5317 fasc: 1 págs: 254 - 265, DOI: ;FABIO GONZALEZ OSORIO, JUAN CARLOS GALEANO GARIBELLO, ;nro=00000000000633;
187;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;13 ;Publicado en revista especializada ;An Association Rule Based Model for Information Extraction from Protein Sequence Data ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2008 vol:5 fasc: 1 págs: 131 - 139, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
188;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;14 ;Publicado en revista especializada ;A model for Resource assignment to transit routes in Bogota transportation system Transmilemio ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2008 vol:5 fasc: 1 págs: 163 - 172, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
189;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;15 ;Publicado en revista especializada ;Un Modelo Basada en Reglas de Asociación para la Extracción de Información de Datos de Secuencias de Proteínas ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2008 vol:5 fasc: 1 págs: 131 - 140, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
190;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;16 ;Publicado en revista especializada ;Metric Indexing for Content - Based Medical Image Retrieval ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2008 vol:5 fasc: 1 págs: 73 - 79, DOI: ;FABIO GONZALEZ OSORIO, EDWIN NINO, JUAN CARLOS CAICEDO, ;nro=00000000000633;
191;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;17 ;Publicado en revista especializada ;Towards a Kernel Based Model for Artificial Immune Networks ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2008 vol:5 fasc: 1 págs: 65 - 71, DOI: ;FABIO GONZALEZ OSORIO, JUAN CARLOS GALEANO GARIBELLO, ;nro=00000000000633;
192;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;18 ;Publicado en revista especializada ;An Ontology-Based Information Extractor for Data-Rich Documents in the Information Technology Domain ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2008 vol:5 fasc: 1 págs: 47 - 54, DOI: ;FABIO GONZALEZ OSORIO, ;nro=00000000000633;
193;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;19 ;Publicado en revista especializada ;Exploiting Stock Data: a Survey of State of the Art Computational Techniques Aimed at Producing Beliefs Regarding Investment Portfolios ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2008 vol:28 fasc: 1 págs: 105 - 116, DOI: ;FABIO GONZALEZ OSORIO, DIEGO FERNANDO HERNANDEZ LOSADA, MARIO LINARES VASQUEZ, MARIO LINARES, ;nro=00000000000633;
194;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;20 ;Publicado en revista especializada ;El sistema inmunológico como herramienta diagnóstica de enfermedades reumatológicas ;Colombia, Revista Colombiana De Computación ISSN: 1657-2831, 2007 vol:14 fasc: 4 págs: 287 - 296, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
195;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;21 ;Publicado en revista especializada ;Herramienta informática para vigilancia tecnológica -VIGTECH- ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2007 vol:4 fasc: 1 págs: 117 - 126, DOI: ;FABIO GONZALEZ OSORIO, VICTOR BUCHELI, ;nro=00000000000633;
196;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;22 ;Publicado en revista especializada ;A solution concept for Artificial Immune Networks: A coevolutionary perspective ;Brasil, Lecture Notes In Computer Science ISSN: 0302-9743, 2007 vol:4628 fasc: 1 págs: 35 - 46, DOI: ;FABIO GONZALEZ OSORIO, FERNANDO NINO, JUAN CARLOS GALEANO GARIBELLO, OSCAR ALONSO, ;nro=00000000000633;
197;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;23 ;Publicado en revista especializada ;An Artificial Immune System Based on Information Theory for Keyword Extraction from Text Documents ;Colombia, Avances En Sistemas E Informática ISSN: 1657-7663, 2007 vol:4 fasc: N/A págs: 25 - 32, DOI: ;CARLOS ANDRES ROMERO RODRIGUEZ, LUIS FERNANDO NINO, ;nro=00000000000633;
198;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;24 ;Publicado en revista especializada ;A Neuro-Immune Model for Discriminating and Visualizing Anomalies ;Estados Unidos, Natural Computing ISSN: 1567-7818, 2006 vol:5 fasc: 3 págs: 285 - 304, DOI: ;FABIO GONZALEZ OSORIO, JUAN CARLOS GALEANO GARIBELLO, ANGELICA VELOZA, D A ROJAS, ;nro=00000000000633;
199;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;25 ;Publicado en revista especializada ;CIDS: An Agent-based Intrusion Detection System ;Estados Unidos, Computers &Amp| Security ISSN: 0167-4048, 2005 vol:24 fasc: 5 págs: 387 - 398, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, K YALLAPU, R YARRAMSETTII, JONATAN GOMEZ PERDOMO, ;nro=00000000000633;
200;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;26 ;Publicado en revista especializada ;Predicting and Characterizing Metal-Binding Sites Using Support Vector Machines ;Estados Unidos, Series In Mathematical Biology And Medicine ISSN: 1793-1258, 2004 vol:8 fasc: 1 págs: 307 - 318, DOI: ;LUIS FERNANDO NINO VASQUEZ, G NARASHIMHAN, LEONARDO BOBADILLA, ;nro=00000000000633;
201;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;27 ;Publicado en revista especializada ;On Geometric and Statistical Properties of the Attractor of a Generic Evolutionary Algorithm ;Estados Unidos, Congress on Evolutionary Computation (CEC), IEEE Press ISSN: 0, 2004 vol:2 fasc: 1 págs: 1240 - 1247, DOI: ;GERMAN JAIRO HERNANDEZ PEREZ, DIPANKAR DASGUPTA, LUIS FERNANDO NINO VASQUEZ, JULIAN ANDRES GARCIA, ;nro=00000000000633;
202;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;28 ;Publicado en revista especializada ;A Game-Theoretic Approach to Artificial Immune Networks ;Italia, Lecture Notes In Computer Science ISSN: 0302-9743, 2004 vol:3239 fasc: 1 págs: 372 - 385, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
203;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;29 ;Publicado en revista especializada ;A Robust Immune Based Approach to the Iterated Prisioner's Dilemma ;Italia, Lecture Notes In Computer Science ISSN: 0302-9743, 2004 vol:3239 fasc: págs: 290 - 301, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
204;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;30 ;Publicado en revista especializada ;Sistemas de Recuperación de Información ;Colombia, Ingeniería ISSN: 0121-750X, 2004 vol:9 fasc: 1 págs: 57 - 62, DOI: ;FABIO GONZALEZ OSORIO, SONIA ORDONEZ SALINAS, ;nro=00000000000633;
205;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;31 ;Publicado en revista especializada ;Anomaly detection using real-valued negative selection ;Países Bajos, Genetic Programming And Evolvable Machines ISSN: 1389-2576, 2003 vol:4 fasc: 4 págs: 383 - 403, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, ;nro=00000000000633;
206;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;32 ;Publicado en revista especializada ;Aprendizaje Adptativo en la Tragedia de los Comunes ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2003 vol:53 fasc: 3 págs: 51 - 61, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
207;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;33 ;Publicado en revista especializada ;A Randomized Real-Valued Negative Selection Algorithm ;Estados Unidos, Lecture Notes In Computer Science ISSN: 0302-9743, 2003 vol:2787 fasc: -- págs: 261 - 272, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, FERNANDO NINO, ;nro=00000000000633;
208;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;34 ;Publicado en revista especializada ;A Scalable Artificial Immune System Model for Dynamic Unsupervised Learning ;Alemania, Lecture Notes In Computer Science ISSN: 0302-9743, 2003 vol:2723 fasc: -- págs: 222 - 233, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, O NASRAOUI, C CARDONA, CARLOS ROJAS, ;nro=00000000000633;
209;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;35 ;Publicado en revista especializada ;Aprendizaje Adaptativo en la Tragedia de los Comunes ;Colombia, Ingeniería E Investigación ISSN: 0129-5608, 2003 vol: fasc: págs: - , DOI: ;LUIS FERNANDO NINO VASQUEZ, JULIAN GARCIA, ;nro=00000000000633;
210;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;36 ;Publicado en revista especializada ;Identificación de sitios en proteínas usando métodos de aprendizaje de máquina ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2003 vol: fasc: 53 págs: - , DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
211;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;37 ;Publicado en revista especializada ;The effect of binary matching rules in negative selection ;Alemania, Lecture Notes In Computer Science ISSN: 0302-9743, 2003 vol:2723 fasc: -- págs: 198 - 209, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, JONATAN GOMEZ PERDOMO, ;nro=00000000000633;
212;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;38 ;Publicado en revista especializada ;A Randomized Real-Valued Negative Selection Algorithm ;Inglaterra, Proceedings Of The 2nd International Conference On Artificial Immune Systems Icaris'03 ISSN: 0, 2003 vol: fasc: págs: - , DOI: ;LUIS FERNANDO NINO VASQUEZ, DIPANKAR DASGUPTA, FABIO GONZALEZ, ;nro=00000000000633;
213;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;39 ;Publicado en revista especializada ;A Novel Immune Anomaly Detection Technique Based on Negative Selection ;Estados Unidos, Lecture Notes In Computer Science ISSN: 0302-9743, 2003 vol:2723 fasc: págs: 243 - 245, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
214;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;40 ;Publicado en revista especializada ;Identificacion de Sitios en Proteinas utilizando metodos de aprendizaje de maquina ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2003 vol:53 fasc: págs: 5 - 11, DOI: ;JAIME LEONARDO BOBADILLA MOLINA, TOBIAS MOJICA, LUIS FERNANDO NINO, ;nro=00000000000633;
215;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;41 ;Publicado en revista especializada ;An Immunity-Based Technique to Characterize Intrusions in Computer Networks. ;Estados Unidos, Ieee Transactions On Evolutionary Computation ISSN: 1089-778X, 2002 vol:6 fasc: 3 págs: 1081 - 1088, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, ;nro=00000000000633;
216;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;42 ;Publicado en revista especializada ;An Intelligent Decision Support System for Intrusion Detection and Response ;Rusia, Lecture Notes In Computer Science ISSN: 0302-9743, 2001 vol:2052 fasc: -- págs: 1 - 14, DOI: ;FABIO GONZALEZ OSORIO, DIPANKAR DASGUPTA, ;nro=00000000000633;
217;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;43 ;Publicado en revista especializada ;Ieee/Iafe/Informs 2000 Conference On Computational Intelligence For Financial Engineering ;Colombia, ISSN: , 2000 vol:0 fasc: 0 págs: 0 - 0, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
218;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;44 ;Publicado en revista especializada ;An Evolutionary Algorithm for Fractal Coding of Binary Images ;Estados Unidos, Ieee Transactions On Evolutionary Computation ISSN: 1089-778X, 2000 vol:4 fasc: 2 págs: 172 - 181, DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
219;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;45 ;Corto (Resumen) ;Stochastic differential models for genetic algorithms ;Estados Unidos, Abstracts Of Papers Presented To The American Mathematical Society ISSN: 0192-5857, 1999 vol:20 fasc: 1 págs: 134 - , DOI: ;GERMAN JAIRO HERNANDEZ PEREZ, LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
220;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;46 ;Publicado en revista especializada ;Programación Funcional: Conceptos y Perspectivas ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 1998 vol:-- fasc: 40 págs: 65 - 71, DOI: ;FABIO GONZALEZ OSORIO, ;nro=00000000000633;
221;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;47 ;Publicado en revista especializada ;Evolutionary set matching ;Estados Unidos, ISSN: , 1998 vol:8 fasc: págs: - , DOI: ;LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
222;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;48 ;Publicado en revista especializada ;Texture segmentation with a cascade correlation neural network using Markov random fields ;Estados Unidos, Smart Engineering Systems Neural Networks Fuzzy Logic Evolutionary Programming And Rough Sets ISSN: 00000000, 1998 vol:8 fasc: págs: - , DOI: ;GERMAN JAIRO HERNANDEZ PEREZ, DIPANKAR DASGUPTA, ;nro=00000000000633;
223;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;49 ;Publicado en revista especializada ;Visión Estadística de las Redes Neuronales. ;Colombia, XIV Coloquio Distrital de Matemáticas y Estadística ISSN: 00000000, 1997 vol:-- fasc: -- págs: -- - , DOI: ;FABIO GONZALEZ OSORIO, L G TORRES, ;nro=00000000000633;
224;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;50 ;Publicado en revista especializada ;Desarrollo de un Agente Inteligente para Internet Utilizando Algoritmos Genéticos y Lógica Difusa. ;Colombia, Revista Escuela De Administración De Negocios ISSN: 0120-8160, 1996 vol:-- fasc: 28 págs: 5 - 16, DOI: ;FABIO GONZALEZ OSORIO, M BAUTISTA, ;nro=00000000000633;
225;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;51 ;Publicado en revista especializada ;Fundaments of neurocomputation ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 1995 vol:1 fasc: 30 págs: 63 - , DOI: ;GERMAN JAIRO HERNANDEZ PEREZ, LG TORRES, LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
226;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;52 ;Publicado en revista especializada ;Un Nuevo Enfoque para la Resolución de Problemas: las Redes Neuronales. ;Colombia, Revista Escuela De Administración De Negocios ISSN: 0120-8160, 1995 vol:-- fasc: 24 págs: 35 - 40, DOI: ;FABIO GONZALEZ OSORIO, JONATAN GOMEZ PERDOMO, ;nro=00000000000633;
227;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;53 ;Publicado en revista especializada ;Stochastic cellular automata ;Colombia, Lecturas Matem´Aticas ISSN: 0120-1980, 1994 vol:15 fasc: 2 págs: 167 - 191, DOI: ;GERMAN JAIRO HERNANDEZ PEREZ, LG TORRES, ;nro=00000000000633;
228;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;54 ;Publicado en revista especializada ;Antialiasing en Texto ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 1994 vol: fasc: págs: - , DOI: ;GABRIEL JOSE MANANA GUICHON, ;nro=00000000000633;
229;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;1 ;Libro resultado de investigación ;Immunological Computation: Theory And Applications ;Colombia,2008, ISBN: 978-1-4200-6545-9 vol: 1 págs: 277, Ed. Science Reviews Ltd. ;LUIS FERNANDO NINO VASQUEZ, DIPANKAR DASGUPTA, ;nro=00000000000633;
230;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;2 ;Libro resultado de investigación ;Experiencias Significativas En Innovación Pedagógica. ;Colombia,2006, ISBN: 978-958-701-780-9 vol: 1 págs: 284, Ed. Unibiblos Universidad Nacional De Colombia ;GERMAN JAIRO HERNANDEZ PEREZ, FREDDY ABEL VARGAS, ;nro=00000000000633;
231;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;3 ;Libro resultado de investigación ;Memorias Del Primer Congreso Colombiano De Neurocomputacion ;Colombia,1998, ISBN: 958-9205-17-8 vol: págs: 1, Ed. Academia Colombiana de Ciencias Exactas Físicas y Naturales ;GERMAN JAIRO HERNANDEZ PEREZ, JJ MARTINEZ, LG TORRES, LUIS FERNANDO NINO VASQUEZ, ;nro=00000000000633;
232;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;Si;1 ;Capítulo de libro ;Automatically Assessing Children¿s Writing Skills Based on Age-Supervised Datasets ;Colombia, 2014, Computational Linguistics And Intelligent Text Processing, ISBN: 978-3-642-54902-1, Vol. , págs:566 - 577, Ed. Springer-Verlag Berlin/Heidelberg ;NELLY ESPERANZA MORENO CORDOBA, SERGIO GONZALO JIMENEZ VARGAS, JULIA MARLEN BAQUERO VELASQUEZ, ;nro=00000000000633;
